AAR,ACE,AGA,AGP,AHO,ALC,AOI,ATH,BCN,BDS,BES,BGY,BHX,BIQ,BLL,BLQ,BOD,BOH,BRE,BRI,BRQ,BRS,BRU,BSL,BTS,BUD,BVA,BVE,BZG,BZR,CAG,CCF,CFE,CFU,CGN,CHQ,CIA,CIY,CRL,CRV,CTA,CUF,CWL,DLE,DNR,DOL,DTM,DUB,EBU,EDI,EFL,EGC,EIN,EMA,ESU,FAO,FCO,FEZ,FKB,FMM,FMO,FNI,FSC,FUE,GDN,GNB,GOA,GPA,GRO,HAU,HHN,IBZ,KGS,KIR,KLX,KRK,KTW,KUN,LBA,LCJ,LDE,LDY,LEI,LEJ,LGW,LIG,LIL,LIS,LNZ,LPA,LPL,LPP,LRH,LTN,LUZ,MAD,MAH,MAN,MJV,MLA,MPL,MRS,MST,MXP,NCE,NCL,NDR,NOC,NRN,NTE,NUE,NYO,OPO,ORK,OSI,OSR,OTP,OUD,PDV,PEG,PFO,PGF,PIK,PIS,PMF,PMI,PMO,POZ,PRG,PSA,PSR,PUY,RAK,RBA,RDZ,REU,RHO,RIX,RJK,RYG,RZE,SCQ,SDR,SFT,SKG,SNN,STN,SUF,SVQ,SXB,SXF,SZG,SZZ,TFN,TFS,TGD,TLL,TLN,TMP,TNG,TPS,TRF,TRN,TRS,TSF,TUF,VLC,VLL,VNO,VRN,VST,VXO,WMI,WRO,XCR,XRY,ZAD,ZAZ,ZTH,GLA,CPH,HAM,GOT,PDL,LRT,JTR,STR,CDT,VDA,SOF,AMS
Aarhus,Lanzarote,Agadir,Malaga,Alghero,Alicante,Ancona,Athens,Barcelona El Prat,Brindisi,Brest,Milan Bergamo,Birmingham,Biarritz,Billund,Bologna,Bordeaux,Bournemouth,Bremen,Bari,Brno,Bristol,Brussels Zaventem,Basel,Bratislava,Budapest,Paris Beauvais,Brive,Bydgoszcz,Beziers,Cagliari,Carcassonne,Clermont Ferrand,Corfu,Cologne,Chania,Rome Ciampino,Comiso,Brussels Charleroi,Crotone,Catania,Cuneo,Cardiff,Dole,Dinard,Deauville-Normandy,Dortmund,Dublin,St Etienne,Edinburgh,Kefalonia,Bergerac,Eindhoven,East Midlands,Essaouira,Faro,Rome Fiumicino,Fez,Baden-Baden,Memmingen (Munich West),Münster,Nimes,Figari,Fuerteventura,Gdansk,Grenoble,Genoa,Patras (Araxos),Girona Barcelona,Haugesund,Frankfurt Hahn,Ibiza,Kos,Kerry,Kalamata,Krakow,Katowice,Kaunas,Leeds Bradford,Lodz,Lourdes,Derry,Almeria,Leipzig,London Gatwick,Limoges,Lille,Lisbon,Linz,Gran Canaria,Liverpool,Lappeenranta,La Rochelle,London Luton,Lublin,Madrid,Menorca,Manchester,Murcia,Malta,Montpellier,Marseille Provence,Maastricht,Milan Malpensa,Nice,Newcastle,Nador,Knock Ireland West,Dusseldorf Weeze,Nantes,Nuremberg,Stockholm Skavsta,Porto,Cork,Osijek,Ostrava,Bucharest (Otopeni),Oujda,Plovdiv,Perugia,Paphos,Perpignan,Glasgow Prestwick,Poitiers,Parma,Palma,Palermo,Poznan,Prague,Pisa,Pescara,Pula,Marrakesh,Rabat,Rodez,Reus Barcelona,Rhodes,Riga,Rijeka,Oslo Rygge,Rzeszow,Santiago,Santander,Skelleftea,Thessaloniki,Shannon,London Stansted,Lamezia,Seville,Strasbourg,Berlin Schonefeld,Salzburg,Szczecin,Tenerife North,Tenerife Sth,Podgorica,Tallinn,Toulon,Tampere,Tangier,Trapani,Oslo Torp,Turin,Trieste,Venice Treviso,Tours Loire Valley,Valencia,Valladolid,Vilnius,Verona,Stockholm Vasteras,Växjö,Warsaw Modlin,Wroclaw,Paris Vatry,Jerez,Zadar,Zaragoza,Zakynthos,Glasgow International,Copenhagen,Hamburg,Gothenburg Landvetter,Ponta Delgada,Lorient,Santorini National,Stuttgart,Castellon,Eilat (Ovda),Sofia,Amsterdam
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1860,-1,-1,-1,-1,-1,-1,-1,-1,-1,1897,-1,2039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,769,-1,-1,-1,-1,-1,1469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1066,-1,-1,-1,-1,-1,-1,-1,-1,1473,-1,-1,-1,-1,1189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,404,-1,-1,-1,1847,-1,-1,-1,1679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1589,-1,-1,-1,-1,-1,-1,1057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1286,-1,-1,-1,1465,-1,-1,-1,-1,-1,-1,-1,-1,1942,-1,-1,-1,-1,-1,1670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1345,-1,-1,-1,-1,-1,-1,-1,1643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,818,-1,-1,-1,-1,-1,-1,1625,-1,-1,-1,839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1594,-1,-1,-1,-1,-1,-1,1285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2753,-1,2480,-1,-1,-1,-1,-1,1525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1235,-1,-1,1855,-1,-1,-1,-1,-1,2823,-1,-1,1070,-1,-1,-1,-1,-1,-1,-1,-1,1235,-1,921,-1,-1,-1,-1,-1,2826,-1,-1,-1,-1,-1,-1,-1,-1,725,-1,-1,-1,-1,-1,-1,2375,-1,-1,-1,1182,-1,937,-1,1007,-1,-1,-1,-1,-1,-1,-1,-1,-1,4025,-1,-1,-1,-1,-1,2326,-1,1043,-1,2629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2276,-1,859,-1,-1,-1,1624,-1,-1,-1,-1,-1,818,1594,-1,1254,-1,-1,-1,2262,-1,1061,-1,-1,-1,-1,-1,691,-1,4058,-1,793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1021,-1,-1,-1,983,997,-1,-1,1725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1967,-1,-1,-1,-1,-1,1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1572,-1,-1,-1,1702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1254,-1,-1,-1,-1,-1,-1,1531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1619,-1,768,-1,838,-1,-1,883,-1,-1,1471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1778,-1,-1,-1,-1,-1,483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1191,-1,645,-1,-1,-1,-1,-1,1806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1831,-1,753,-1,-1,-1,-1,539,-1,-1,1098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1353,-1,1001,-1,-1,-1,-1,-1,-1,-1,-1,1125,-1,1392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,987,-1,690,-1,-1,-1,-1,-1,2056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,299,-1,-1,-1,1218,-1,-1,-1,-1,-1,-1,1755,-1,-1,-1,-1,-1,-1,-1,1908,-1,-1,-1,-1,-1,-1,-1,-1,564,879,-1,1809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1489,-1,-1,-1,-1,-1,-1,-1,-1,-1,1693,-1,1610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1782,-1,-1,2075,-1,-1,-1,-1,-1,-1,-1,-1,1056,-1,-1,-1,-1,-1,-1,-1,-1,1094,-1,-1,-1,-1,-1,-1,-1,-1,-1,2262,-1,-1,-1,-1,-1,-1,2143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2669,-1,1815,-1,1728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1745,1993,-1,-1,1451,-1,-1,-1,2726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,-1,2160,-1,-1,-1,-1,-1,-1,622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,450,-1,-1,-1,-1,-1,-1,1556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,949,-1,1711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,629,-1,-1,-1,1512,-1,-1,-1,2813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1984,1770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
835,2796,-1,1731,1394,1513,1341,2407,1185,1838,-1,977,-1,945,724,1154,787,-1,593,1732,1199,-1,-1,708,1277,1450,-1,754,1205,-1,-1,976,711,2036,492,2623,1459,2002,-1,-1,-1,-1,-1,-1,401,280,509,470,-1,509,2195,785,357,-1,-1,1774,-1,2040,654,835,-1,-1,-1,2856,1243,815,1046,-1,1126,885,537,1449,2689,667,-1,1378,1319,1608,-1,1313,968,601,1684,828,-1,673,-1,1627,1073,2963,-1,-1,642,-1,1547,1299,-1,-1,1571,2108,-1,1010,-1,932,-1,-1,-1,647,407,-1,806,1298,1362,598,1533,1276,2067,-1,2147,1340,3190,1035,-1,589,1079,1384,1822,1131,999,1184,1484,1271,2353,2060,847,1196,2781,1625,1285,1061,1531,1191,987,1851,2143,629,-1,1900,1678,643,907,1020,1003,-1,2996,1777,1741,-1,1762,-1,-1,1025,921,1176,1115,496,1379,-1,1684,1062,1330,-1,1389,1153,-1,1754,1413,1140,-1,520,-1,-1,1003,2556,-1,-1,-1,1321,-1,2009,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,924,-1,-1,-1,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,446,-1,1583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1183,-1,-1,-1,-1,-1,-1,809,-1,-1,1585,-1,-1,-1,1640,930,-1,-1,-1,-1,-1,-1,-1,-1,-1,1484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1666,-1,-1,-1,-1,-1,-1,-1,-1,1779,-1,-1,-1,-1,1793,-1,-1,-1,1625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1591,-1,-1,-1,-1,1377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1153,-1,1517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,787,1667,-1,-1,1538,-1,-1,675,-1,-1,-1,-1,-1,-1,-1,-1,645,690,-1,-1,-1,1678,-1,-1,-1,-1,-1,-1,-1,1441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2243,-1,1908,-1,1797,1504,-1,-1,795,-1,-1,-1,887,-1,-1,-1,1273,-1,-1,644,-1,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,471,-1,1178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1328,-1,-1,-1,-1,-1,1002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1648,1579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,839,-1,-1,-1,-1,-1,-1,-1,1512,907,-1,-1,-1,-1,-1,-1,-1,3671,-1,-1,-1,-1,-1,-1,-1,906,-1,754,-1,1789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,691,-1,-1,-1,-1,-1,-1,1003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
